FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
117;432372.279;4581256.531;94.353;-74;T00145Q;N00088A;N00072S;01;Ciutat Vella;11030;267601;Carrer;Carrer Proclamació;2 <=> 20;01;Ciutat Vella;11040;267601;Carrer;Carrer Proclamació;1 <=> 19
118;432116.184;4581197.114;14.801;15.22;T00147S;N00102H;N00103I;01;Ciutat Vella;10660;112503;Carrer;Carrer Escuder;2;01;Ciutat Vella;10730;112503;Carrer;Carrer Escuder;1
119;432130.448;4581201.281;14.925;17.3;T00148T;N00103I;N00104J;01;Ciutat Vella;10650;112503;Carrer;Carrer Escuder;4;01;Ciutat Vella;10730;112503;Carrer;Carrer Escuder;1 <=> 5
120;432144.766;4581205.549;14.958;15.86;T00149U;N00104J;N00105K;01;Ciutat Vella;10640;112503;Carrer;Carrer Escuder;6;01;Ciutat Vella;10740;112503;Carrer;Carrer Escuder;5 B - 9
121;432159.208;4581209.687;15.087;16.1;T00150N;N00105K;N00106L;01;Ciutat Vella;10630;112503;Carrer;Carrer Escuder;8 B <=> 8;01;Ciutat Vella;10740;112503;Carrer;Carrer Escuder;5 <=> 19
122;432173.674;4581213.798;14.992;15.6;T00151O;N00106L;N00107M;01;Ciutat Vella;10620;112503;Carrer;Carrer Escuder;10 B <=> 10;01;Ciutat Vella;10740;112503;Carrer;Carrer Escuder;5 <=> 19
123;432188.019;4581218.115;14.975;17.9;T00152P;N00107M;N00108N;01;Ciutat Vella;10611;112503;Carrer;Carrer Escuder;12 B <=> 12;01;Ciutat Vella;10740;112503;Carrer;Carrer Escuder;5 <=> 19
124;432223.733;4581120.229;90.945;-74;T00156T;N00062Q;N00008K;01;Ciutat Vella;10461;033305;Carrer;Carrer Baluard;62 - 60 <=> 78 - 76;01;Ciutat Vella;10480;033305;Carrer;Carrer Baluard;29 <=> 47
125;432253.054;4581128.397;90.877;285.35;T00157U;N00063R;N00010E;01;Ciutat Vella;10480;011109;Carrer;Carrer Almirall Churruca;2 <=> 12;01;Ciutat Vella;10490;011109;Carrer;Carrer Almirall Churruca;1 <=> 11
126;432188.694;4581187.939;57.894;-74;T00158V;N00107M;N00061P;01;Ciutat Vella;10620;324807;Carrer;Carrer Sevilla;6 - 2 <=> 12 - 8;01;Ciutat Vella;10611;324807;Carrer;Carrer Sevilla;1 - 5 <=> 11
127;432174.212;4581183.706;58.252;-75;T00160P;N00106L;N00060O;01;Ciutat Vella;10630;087406;Carrer;Carrer Comte de Santa Clara;4 - 2 <=> 12 - 8;01;Ciutat Vella;10620;087406;Carrer;Carrer Comte de Santa Clara;1 - 5 <=> 7 - 11
128;432194.775;4581112.229;90.506;-74;T00161Q;N00060O;N00006I;01;Ciutat Vella;10441;087406;Carrer;Carrer Comte de Santa Clara;14 <=> 32;01;Ciutat Vella;10461;087406;Carrer;Carrer Comte de Santa Clara;13 <=> 31
129;432160.018;4581179.899;57.684;-74;T00162R;N00105K;N00059V;01;Ciutat Vella;10640;254100;Carrer;Carrer Pescadors;2 <=> 12;01;Ciutat Vella;10630;254100;Carrer;Carrer Pescadors;1 - 3 <=> 7 - 11
130;432145.611;4581175.664;57.958;286.11;T00164T;N00104J;N00058U;01;Ciutat Vella;10650;307808;Carrer;Carrer Sant Miquel;40 <=> 50;01;Ciutat Vella;10640;307808;Carrer;Carrer Sant Miquel;45 <=> 55
131;432166.083;4581104.732;89.695;286.09;T00165U;N00058U;N00004G;01;Ciutat Vella;10421;307808;Carrer;Carrer Sant Miquel;52 <=> 68 - 70;01;Ciutat Vella;10441;307808;Carrer;Carrer Sant Miquel;57 <=> 73 - 75
132;432131.031;4581171.661;56.92;285.71;T00166V;N00103I;N00057T;01;Ciutat Vella;10660;311408;Carrer;Carrer Sant Elm;2 - 4 <=> 12;01;Ciutat Vella;10650;311408;Carrer;Carrer Sant Elm;1 <=> 11
133;432116.829;4581167.446;57.593;-74;T00168X;N00102H;N00056S;01;Ciutat Vella;10670;194202;Carrer;Carrer Mar;46 - 44 <=> 62;01;Ciutat Vella;10660;194202;Carrer;Carrer Mar;39 - 41 <=> 49
134;432137.043;4581096.429;90.083;-74;T00169Y;N00056S;N00002E;01;Ciutat Vella;10410;194202;Carrer;Carrer Mar;64 <=> 82 - 80;01;Ciutat Vella;10421;194202;Carrer;Carrer Mar;51 - 53 <=> 67 - 69
135;432053.157;4581309.187;42.723;14.14;T00170R;N00112J;N00113K;01;Ciutat Vella;10690;194100;Carrer;Carrer La Maquinista;2;01;Ciutat Vella;10880;194100;Carrer;Carrer La Maquinista;1
136;432081.069;4581316.551;15.021;16.6;T00171S;N00113K;N00114L;01;Ciutat Vella;10700;194100;Carrer;Carrer La Maquinista;4;01;Ciutat Vella;10870;194100;Carrer;Carrer La Maquinista;3
137;432095.6;4581321.169;15.478;18.6;T00172T;N00114L;N00115M;01;Ciutat Vella;10710;194100;Carrer;Carrer La Maquinista;6;01;Ciutat Vella;10860;194100;Carrer;Carrer La Maquinista;5
138;432110.314;4581325.961;15.472;17.4;T00173U;N00115M;N00116N;01;Ciutat Vella;10740;194100;Carrer;Carrer La Maquinista;8 <=> 20;01;Ciutat Vella;10850;194100;Carrer;Carrer La Maquinista;7
139;432125.039;4581330.243;15.206;15;T00174V;N00116N;N00117O;01;Ciutat Vella;10740;194100;Carrer;Carrer La Maquinista;8 <=> 20;01;Ciutat Vella;10840;194100;Carrer;Carrer La Maquinista;9
140;432139.735;4581334.399;15.342;16.6;T00175W;N00117O;N00118P;01;Ciutat Vella;10740;194100;Carrer;Carrer La Maquinista;8 <=> 20;01;Ciutat Vella;10830;194100;Carrer;Carrer La Maquinista;11
141;432153.748;4581338.584;13.908;16.65;T00176X;N00118P;N00109O;01;Ciutat Vella;10740;194100;Carrer;Carrer La Maquinista;8 <=> 20;01;Ciutat Vella;10820;194100;Carrer;Carrer La Maquinista;13
142;432225.459;4581359.99;15.737;16.68;T00181U;N00122L;N00123M;01;Ciutat Vella;11120;194100;Carrer;Carrer La Maquinista;36 <=> 38;01;Ciutat Vella;11150;194100;Carrer;Carrer La Maquinista;23
143;432261.789;4581370.887;60.121;16.7;T00182V;N00123M;N00124N;01;Ciutat Vella;11120;194100;Carrer;Carrer La Maquinista;40 <=> 52;01;Ciutat Vella;11160;194100;Carrer;Carrer La Maquinista;25 <=> 25 M
144;432297.726;4581381.477;14.813;15.28;T00183W;N00124N;N00125O;01;Ciutat Vella;11120;194100;Carrer;Carrer La Maquinista;54 - 56;01;Ciutat Vella;11170;194100;Carrer;Carrer La Maquinista;27 - 29
145;432028.09;4581406.33;38.414;16.26;T00184X;N00178B;N00126P;01;Ciutat Vella;10880;145706;Carrer;Carrer Ginebra;2;01;Ciutat Vella;10900;145706;Carrer;Carrer Ginebra;1 - 3
146;432053.782;4581414.003;15.215;17.57;T00185Y;N00126P;N00127Q;01;Ciutat Vella;10870;145706;Carrer;Carrer Ginebra;4;01;Ciutat Vella;10900;145706;Carrer;Carrer Ginebra;5
147;432068.129;4581418.422;14.812;16.66;T00186Z;N00127Q;N00128R;01;Ciutat Vella;10860;145706;Carrer;Carrer Ginebra;6;01;Ciutat Vella;10900;145706;Carrer;Carrer Ginebra;5
148;432082.751;4581422.657;15.635;15.67;T00187A;N00128R;N00129S;01;Ciutat Vella;10850;145706;Carrer;Carrer Ginebra;8;01;Ciutat Vella;10911;145706;Carrer;Carrer Ginebra;7 - 9
149;432097.174;4581427.023;14.51;18.1;T00188B;N00129S;N00130L;01;Ciutat Vella;10840;145706;Carrer;Carrer Ginebra;10;01;Ciutat Vella;10911;145706;Carrer;Carrer Ginebra;7 - 9
150;432111.354;4581430.913;14.932;12.6;T00189C;N00130L;N00131M;01;Ciutat Vella;10830;145706;Carrer;Carrer Ginebra;12;01;Ciutat Vella;10912;145706;Carrer;Carrer Ginebra;11 - 13
151;432125.914;4581434.637;15.138;16.02;T00190V;N00131M;N00132N;01;Ciutat Vella;10820;145706;Carrer;Carrer Ginebra;14;01;Ciutat Vella;10912;145706;Carrer;Carrer Ginebra;11 - 13
152;432140.437;4581438.894;15.13;16.65;T00191W;N00132N;N00133O;01;Ciutat Vella;10810;145706;Carrer;Carrer Ginebra;16;01;Ciutat Vella;10921;145706;Carrer;Carrer Ginebra;15 - 17
153;432154.572;4581443.042;14.332;16.05;T00192X;N00133O;N00134P;01;Ciutat Vella;10800;145706;Carrer;Carrer Ginebra;18;01;Ciutat Vella;10921;145706;Carrer;Carrer Ginebra;15 - 17
154;432168.606;4581447.306;15.006;17.71;T00193Y;N00134P;N00135Q;01;Ciutat Vella;10790;145706;Carrer;Carrer Ginebra;20;01;Ciutat Vella;10922;145706;Carrer;Carrer Ginebra;19 - 21
155;432182.754;4581451.833;14.702;17.78;T00194Z;N00135Q;N00136R;01;Ciutat Vella;10780;145706;Carrer;Carrer Ginebra;22;01;Ciutat Vella;10922;145706;Carrer;Carrer Ginebra;19 - 21
156;432197.277;4581456.062;15.561;14.8;T00195A;N00136R;N00137S;01;Ciutat Vella;11150;145706;Carrer;Carrer Ginebra;24;01;Ciutat Vella;11190;145706;Carrer;Carrer Ginebra;23 <=> 35
157;432234.206;4581466.467;61.176;15.98;T00196B;N00137S;N00138T;01;Ciutat Vella;11160;145706;Carrer;Carrer Ginebra;26;01;Ciutat Vella;11190;145706;Carrer;Carrer Ginebra;23 <=> 35
158;432271.523;4581477.199;16.483;16.28;T00197C;N00138T;N00139U;01;Ciutat Vella;11170;145706;Carrer;Carrer Ginebra;28 - 30;01;Ciutat Vella;11190;145706;Carrer;Carrer Ginebra;23 <=> 35
159;432281.457;4581136.28;90.797;285.53;T00199E;N00064S;N00012G;01;Ciutat Vella;10490;027700;Carrer;Carrer Atlàntida;32 <=> 46;01;Ciutat Vella;10501;027700;Carrer;Carrer Atlàntida;63 <=> 79 - 81
160;432387.29;4581260.523;94.259;-74;T00201H;N00089B;N00073T;01;Ciutat Vella;11040;316605;Carrer;Carrer Santa Lluïsa de Marillac;2 <=> 20;01;Ciutat Vella;11050;316605;Carrer;Carrer Santa Lluïsa de Marillac;1 - 3 <=> 9 - 19
161;432401.236;4581264.617;94.464;-74;T00203J;N00090U;N00074U;01;Ciutat Vella;11050;010809;Carrer;Carrer Almirall Barceló;4 - 2 <=> 22 - 10;01;Ciutat Vella;11060;010809;Carrer;Carrer Almirall Barceló;1 <=> 17 - 19
162;432306.268;4581435.621;99.216;285.9;T00208O;N00141O;N00143Q;01;Ciutat Vella;11180;077005;Carrer;Carrer Cermeño;9999;01;Ciutat Vella;11142;077005;Carrer;Carrer Cermeño;1 - 5 <=> 7 - 17
163;432277.097;4581427.207;99.102;285.79;T00209P;N00138T;N00124N;01;Ciutat Vella;11160;199206;Carrer;Carrer Marquès de la Mina;2 - 10;01;Ciutat Vella;11170;199206;Carrer;Carrer Marquès de la Mina;1 <=> 21
164;432312.364;4581385.669;15.642;16.65;T00210I;N00125O;N00143Q;01;Ciutat Vella;11130;194100;Carrer;Carrer La Maquinista;58;01;Ciutat Vella;11180;194100;Carrer;Carrer La Maquinista;27 - 29
165;432317.706;4581339.024;92.445;286.12;T00212K;N00125O;N00085X;01;Ciutat Vella;11120;102102;Carrer;Carrer Doctor Giné i Partagàs;30 - 24 <=> 42;01;Ciutat Vella;11130;102102;Carrer;Carrer Doctor Giné i Partagàs;1 - 23 <=> 41
166;432072.452;4581483.934;30.959;16.34;T00216O;N00146T;N00147U;01;Ciutat Vella;10911;031900;Carrer;Carrer Balboa;10;01;Ciutat Vella;10941;031900;Carrer;Carrer Balboa;1 <=> 3
167;432101.596;4581492.456;29.77;16.26;T00217P;N00147U;N00148V;01;Ciutat Vella;10912;031900;Carrer;Carrer Balboa;12;01;Ciutat Vella;10941;031900;Carrer;Carrer Balboa;5 <=> 9
168;432159.254;4581508.754;30.672;15.91;T00219R;N00149W;N00150P;01;Ciutat Vella;10922;031900;Carrer;Carrer Balboa;16;01;Ciutat Vella;10931;031900;Carrer;Carrer Balboa;15 <=> 17
169;432217.664;4581525.616;90.918;16.17;T00220K;N00150P;N00151Q;01;Ciutat Vella;11190;031900;Carrer;Carrer Balboa;18 - 28 <=> 30;01;Ciutat Vella;11144;031900;Carrer;Carrer Balboa;19 - 27 <=> 29 - 35
170;432270.38;4581508.891;61.49;287.13;T00222M;N00151Q;N00139U;01;Ciutat Vella;11190;257506;Carrer;Carrer Pinzón;14 <=> 18 - 20;01;Ciutat Vella;11146;257506;Carrer;Carrer Pinzón;15 <=> 17 - 19
171;432181.878;4581483.518;60.952;284.98;T00223N;N00136R;N00150P;01;Ciutat Vella;11190;207009;Carrer;Carrer Mediterrània;1 <=> 3 - 5;01;Ciutat Vella;10922;207009;Carrer;Carrer Mediterrània;2 <=> 12
172;432152.982;4581474.786;61.892;-74;T00225P;N00134P;N00149W;01;Ciutat Vella;10922;199501;Carrer;Carrer Marquès de la Quadra;1 <=> 11;01;Ciutat Vella;10921;199501;Carrer;Carrer Marquès de la Quadra;2 <=> 8
173;432124.538;4581466.675;62.345;286.11;T00227R;N00148V;N00132N;01;Ciutat Vella;10912;258702;Carrer;Carrer Pizarro;4 <=> 14;01;Ciutat Vella;10921;258702;Carrer;Carrer Pizarro;3 <=> 11
174;432095.688;4581458.784;61.345;-74;T00228S;N00147U;N00130L;01;Ciutat Vella;10911;064309;Passatge;Passatge Carbonell;2 <=> 10;01;Ciutat Vella;10912;064309;Passatge;Passatge Carbonell;1 <=> 11
175;432066.411;4581450.062;61.609;286.63;T00229T;N00146T;N00128R;01;Ciutat Vella;10900;064207;Carrer;Carrer Carbonell;2 <=> 4 - 6;01;Ciutat Vella;10911;064207;Carrer;Carrer Carbonell;1 <=> 9
176;432060.2;4581363.056;101.069;-74;T00232O;N00126P;N00113K;01;Ciutat Vella;10880;194202;Carrer;Carrer Mar;2 <=> 22;01;Ciutat Vella;10870;194202;Carrer;Carrer Mar;1 - 5 <=> 19 - 21
177;432081.931;4581287.02;57.094;-74;T00233P;N00113K;N00156V;01;Ciutat Vella;10690;194202;Carrer;Carrer Mar;26 - 24 <=> 42;01;Ciutat Vella;10700;194202;Carrer;Carrer Mar;23 - 25 <=> 33
178;432092.005;4581251.644;16.482;-76;T00234Q;N00156V;N00157W;01;Ciutat Vella;10690;194202;Carrer;Carrer Mar;26 - 24 <=> 42;01;Ciutat Vella;10721;194202;Carrer;Carrer Mar;35
179;432074.65;4581367.498;101.33;-74;T00235R;N00127Q;N00114L;01;Ciutat Vella;10870;276500;Carrer;Carrer Rector Bruguera;6 - 2 <=> 22 - 20;01;Ciutat Vella;10860;276500;Carrer;Carrer Rector Bruguera;1 <=> 21
180;432096.274;4581291.262;57.158;-74;T00236S;N00114L;N00158X;01;Ciutat Vella;10700;276500;Carrer;Carrer Rector Bruguera;26 - 24 <=> 34;01;Ciutat Vella;10710;276500;Carrer;Carrer Rector Bruguera;23 <=> 33
181;432103.986;4581376.524;100.307;-74;T00237T;N00129S;N00116N;01;Ciutat Vella;10850;245303;Carrer;Carrer Paredes;2 <=> 22;01;Ciutat Vella;10840;245303;Carrer;Carrer Paredes;1 <=> 21
182;432118.226;4581380.743;101.117;-74;T00238U;N00130L;N00117O;01;Ciutat Vella;10840;009708;Carrer;Carrer Magatzems;2 <=> 22;01;Ciutat Vella;10830;009708;Carrer;Carrer Magatzems;1 <=> 17 - 21
183;432132.863;4581384.57;100.084;-73;T00239V;N00131M;N00118P;01;Ciutat Vella;10830;216407;Carrer;Carrer Monjo;2 <=> 22 - 18;01;Ciutat Vella;10820;216407;Carrer;Carrer Monjo;1 <=> 21
184;432161.372;4581393.026;99.892;285.9;T00240O;N00133O;N00119Q;01;Ciutat Vella;10810;293102;Carrer;Carrer Sal;2 <=> 22;01;Ciutat Vella;10800;293102;Carrer;Carrer Sal;1 <=> 21
185;432175.739;4581397.273;99.68;-73;T00241P;N00134P;N00120J;01;Ciutat Vella;10800;197801;Carrer;Carrer Mariners;2 <=> 22;01;Ciutat Vella;10790;197801;Carrer;Carrer Mariners;1 - 3 <=> 21
186;432189.747;4581401.481;100.202;286.22;T00242Q;N00135Q;N00121K;01;Ciutat Vella;10790;176903;Carrer;Carrer Safareigs;4 - 2 <=> 22;01;Ciutat Vella;10780;176903;Carrer;Carrer Safareigs;1 <=> 21
187;432218.898;4581410.148;99.861;-74;T00243R;N00137S;N00123M;01;Ciutat Vella;11150;304402;Carrer;Carrer Sant Josep;4 - 2 <=> 22 - 20;01;Ciutat Vella;11160;304402;Carrer;Carrer Sant Josep;1 - 15
188;432097.136;4581261.731;14.893;16.4;T00244S;N00156V;N00158X;01;Ciutat Vella;10721;358401;Carrer;Carrer Vicaria;2 - 4 <=> 6;01;Ciutat Vella;10700;358401;Carrer;Carrer Vicaria;1
189;432111.453;4581265.974;14.972;16.7;T00245T;N00158X;N00159Y;01;Ciutat Vella;10721;358401;Carrer;Carrer Vicaria;2 - 4 <=> 6;01;Ciutat Vella;10710;358401;Carrer;Carrer Vicaria;3 <=> 5
190;432089.079;4581372.093;100.787;285.96;T00246U;N00128R;N00115M;01;Ciutat Vella;10860;307808;Carrer;Carrer Sant Miquel;2 <=> 22;01;Ciutat Vella;10850;307808;Carrer;Carrer Sant Miquel;1 <=> 21
191;432110.779;4581295.881;57.697;285.78;T00247V;N00115M;N00159Y;01;Ciutat Vella;10710;307808;Carrer;Carrer Sant Miquel;24 <=> 34;01;Ciutat Vella;10740;307808;Carrer;Carrer Sant Miquel;23 <=> 35
192;432120.767;4581260.1;16.601;284.95;T00248W;N00159Y;N00160R;01;Ciutat Vella;10721;307808;Carrer;Carrer Sant Miquel;36;01;Ciutat Vella;10740;307808;Carrer;Carrer Sant Miquel;37
193;432203.838;4581405.904;100.38;286.3;T00249X;N00136R;N00122L;01;Ciutat Vella;10780;027700;Carrer;Carrer Atlàntida;2 <=> 22;01;Ciutat Vella;11150;027700;Carrer;Carrer Atlàntida;1 - 3 <=> 19 - 21
194;432146.8;4581388.652;99.929;285.81;T00250Q;N00132N;N00109O;01;Ciutat Vella;10820;033305;Carrer;Carrer Baluard;2 <=> 22;01;Ciutat Vella;10810;033305;Carrer;Carrer Baluard;1 <=> 21
195;431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;01;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;01;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3
196;431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;01;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;01;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3
197;431734.936;4581471.695;101.684;57.6;T00254U;N00165W;N00166X;01;Ciutat Vella;11941;277900;Carrer;Carrer Reina Cristina;4 <=> 14;01;Ciutat Vella;11950;277900;Carrer;Carrer Reina Cristina;5 <=> 13
198;431680.68;4581446.122;64.262;-33;T00255V;N00162T;N00165W;01;Ciutat Vella;11960;184606;Carrer;Carrer Llauder;2 <=> 4;01;Ciutat Vella;11950;184606;Carrer;Carrer Llauder;1 <=> 3
199;431661.662;4581593.332;33.875;64.51;T00261T;N00170T;N00171U;01;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;01;Ciutat Vella;12000;240707;Pla;Pla Palau;1 <=> 3
200;431680.151;4581626.042;41.423;57.26;T00262U;N00171U;N00172V;01;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;01;Ciutat Vella;11570;240707;Pla;Pla Palau;4 <=> 9
201;431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;01;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;01;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14
202;431774.955;4581590.805;59.808;329.12;T00264W;N00173W;N00174X;01;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;01;Ciutat Vella;11371;240707;Pla;Pla Palau;15
203;431810.606;4581568.912;23.879;326.75;T00265X;N00174X;N00175Y;01;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;01;Ciutat Vella;11330;240707;Pla;Pla Palau;16
204;431772.102;4581508.189;23.7;327.05;T00267Z;N00176Z;N00166X;01;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;01;Ciutat Vella;11941;240707;Pla;Pla Palau;19
205;431735.821;4581532.314;63.442;326.13;T00268A;N00166X;N00163U;01;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;01;Ciutat Vella;11950;240707;Pla;Pla Palau;20 <=> 21
206;431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;01;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;01;Ciutat Vella;11970;240707;Pla;Pla Palau;22
207;431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;01;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;01;Ciutat Vella;11374;240707;Pla;Pla Palau;9999
208;431747.447;4581572.323;81.615;45.52;T00271V;N00173W;N00163U;01;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;01;Ciutat Vella;11374;240707;Pla;Pla Palau;9999
209;432023.63;4581352.878;100.801;286.21;T00275Z;N00178B;N00112J;01;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;1;01;Ciutat Vella;10880;224904;Passeig;Passeig Joan Borbó Comte Barcelona;3 <=> 11
210;431872.923;4581527.88;88.195;327.01;T00276A;N00177A;N00179C;01;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;11;01;Ciutat Vella;11310;248050;Plaça;Plaça Pau Vila;12 - 13 B <=> 13
211;432108.464;4581247.867;30.092;16.3;T00299H;N00157W;N00160R;01;Ciutat Vella;10722;199308;Plaça;Plaça Barceloneta;0;01;Ciutat Vella;10721;199308;Plaça;Plaça Barceloneta;1 - 3 <=> 5
212;432106.67;4581202.179;14.798;288.7;T00302L;N00102H;N00188D;01;Ciutat Vella;10670;194202;Carrer;Carrer Mar;48 - 50;01;Ciutat Vella;10730;194202;Carrer;Carrer Mar;37
213;432118.716;4581213.401;30.042;16.29;T00305O;N00188D;N00187C;01;Ciutat Vella;10730;199308;Plaça;Plaça Barceloneta;2 <=> 6;01;Ciutat Vella;10722;199308;Plaça;Plaça Barceloneta;9999
214;431460.262;4581278.458;69.276;57.89;T00316R;N00196D;N00197E;01;Ciutat Vella;13340;209208;Carrer;Carrer Mercè;16 <=> 26 B;01;Ciutat Vella;13300;209208;Carrer;Carrer Mercè;9 <=> 15
215;431491.552;4581330.329;51.905;60.25;T00317S;N00197E;N00198F;01;Ciutat Vella;13350;209208;Carrer;Carrer Mercè;30 - 28 <=> 34 - 32;01;Ciutat Vella;13290;209208;Carrer;Carrer Mercè;17 - 19 <=> 23
216;431521.376;4581379.517;63.172;57.55;T00318T;N00198F;N00199G;01;Ciutat Vella;12130;209208;Carrer;Carrer Mercè;36 <=> 46;01;Ciutat Vella;12140;209208;Carrer;Carrer Mercè;25 <=> 35
217;432450.494;4581228.971;15.239;14.35;T00322P;N00076W;N00200I;01;Ciutat Vella;10561;298004;Carrer;Carrer Sant Carles;42 - 46;01;Ciutat Vella;11080;298004;Carrer;Carrer Sant Carles;39
218;431484.204;4581363.582;45.783;332.07;T00336V;N00212M;N00198F;01;Ciutat Vella;13290;200407;Carrer;Carrer Marquet;2 <=> 4;01;Ciutat Vella;12140;200407;Carrer;Carrer Marquet;1 <=> 3
219;431535.221;4581337.986;68.393;334.21;T00337W;N00198F;N00206O;01;Ciutat Vella;13350;200407;Carrer;Carrer Marquet;6;01;Ciutat Vella;12130;200407;Carrer;Carrer Marquet;5 <=> 7
220;431460.992;4581318.523;41.36;328.76;T00338X;N00213N;N00197E;01;Ciutat Vella;13300;260001;Carrer;Carrer Plata;2;01;Ciutat Vella;13290;260001;Carrer;Carrer Plata;1 <=> 3 - 5
221;431507.143;4581290.121;67.022;328.16;T00339Y;N00197E;N00207P;01;Ciutat Vella;13340;260001;Carrer;Carrer Plata;4 B <=> 4;01;Ciutat Vella;13350;260001;Carrer;Carrer Plata;3 - 5 <=> 7
222;431383.111;4581220.789;37.879;64.16;T00341S;N00215P;N00216Q;01;Ciutat Vella;13313;144204;Carrer;Carrer Ample;4 - 10;01;Ciutat Vella;13230;144204;Carrer;Carrer Ample;15 <=> 21
223;431399.325;4581254.82;37.517;64.9;T00342T;N00216Q;N00217R;01;Ciutat Vella;13313;144204;Carrer;Carrer Ample;12 <=> 18;01;Ciutat Vella;13240;144204;Carrer;Carrer Ample;23 <=> 25
224;431425.297;4581300.528;67.805;57.91;T00343U;N00217R;N00213N;01;Ciutat Vella;13300;144204;Carrer;Carrer Ample;20 <=> 28;01;Ciutat Vella;13280;144204;Carrer;Carrer Ample;27 <=> 39
225;431453.644;4581351.776;49.568;65.36;T00344V;N00213N;N00212M;01;Ciutat Vella;13290;144204;Carrer;Carrer Ample;32 - 30 <=> 44;01;Ciutat Vella;13280;144204;Carrer;Carrer Ample;27 <=> 39
226;431481.349;4581399.242;60.786;55.14;T00345W;N00212M;N00218S;01;Ciutat Vella;12140;144204;Carrer;Carrer Ample;46 <=> 56;01;Ciutat Vella;12160;144204;Carrer;Carrer Ample;41 <=> 53
227;431424.567;4581260.463;41.347;326.72;T00346X;N00217R;N00196D;01;Ciutat Vella;13313;325901;Carrer;Carrer Simó Oller;2 B - 2;01;Ciutat Vella;13300;325901;Carrer;Carrer Simó Oller;1 <=> 3
228;431469.509;4581230.345;66.858;325.83;T00347Y;N00196D;N00208Q;01;Ciutat Vella;13313;325901;Carrer;Carrer Simó Oller;2 <=> 4;01;Ciutat Vella;13340;325901;Carrer;Carrer Simó Oller;5
229;431526.022;4581509.349;39.123;314.17;T00348Z;N00219T;N00220M;01;Ciutat Vella;12030;177101;Via;Via Laietana;4 <=> 6;01;Ciutat Vella;12191;177101;Via;Via Laietana;1
230;431474.846;4581561.353;106.801;314.68;T00349A;N00220M;N00237V;01;Ciutat Vella;12090;177101;Via;Via Laietana;8 - 10 B <=> 12;01;Ciutat Vella;12210;177101;Via;Via Laietana;3 - 3 B <=> 11
231;431561.945;4581517.72;61.832;63.2;T00350T;N00219T;N00221N;01;Ciutat Vella;11980;004103;Carrer;Carrer Agullers;2 <=> 10;01;Ciutat Vella;12030;004103;Carrer;Carrer Agullers;1 <=> 7
232;431582.718;4581556.373;27.565;59.4;T00351U;N00221N;N00222O;01;Ciutat Vella;11990;004103;Carrer;Carrer Agullers;12 <=> 28 - 26;01;Ciutat Vella;12020;004103;Carrer;Carrer Agullers;9 - 11
233;431600.618;4581583.666;37.767;54.8;T00352V;N00222O;N00223P;01;Ciutat Vella;11990;004103;Carrer;Carrer Agullers;12 <=> 28 - 26;01;Ciutat Vella;12010;004103;Carrer;Carrer Agullers;13 <=> 19
234;431564.491;4581571.569;28.3;49.38;T00354X;N00225R;N00226S;01;Ciutat Vella;12020;056209;Carrer;Carrer Canvis Nous;2 <=> 6;01;Ciutat Vella;12040;056209;Carrer;Carrer Canvis Nous;1 <=> 7
235;431581.84;4581591.515;24.572;48.53;T00355Y;N00226S;N00227T;01;Ciutat Vella;12010;056209;Carrer;Carrer Canvis Nous;8 <=> 12;01;Ciutat Vella;12040;056209;Carrer;Carrer Canvis Nous;9 <=> 13
236;431593.857;4581605.358;12.094;50.09;T00356Z;N00227T;N00228U;01;Ciutat Vella;12010;056209;Carrer;Carrer Canvis Nous;14;01;Ciutat Vella;12050;056209;Carrer;Carrer Canvis Nous;15
